Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2025-03-10 17:10:37,"Grok Push ",1h 13m,"Lateral Raise (Dumbbell)",1,20.0,13,0,0,"",,
2025-03-10 17:10:37,"Grok Push ",1h 13m,"Lateral Raise (Dumbbell)",2,20.0,10,0,0,,,
2025-03-10 17:10:37,"Grok Push ",1h 13m,"Single Arm Tricep Rope Ext",1,20.0,12,0,0,"",,
2025-03-10 17:10:37,"Grok Push ",1h 13m,"Single Arm Tricep Rope Ext",2,25.0,6,0,0,,,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Pull Up",1,0.0,19,0,0,"","",
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Pull Up",2,25.0,6,0,0,,,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Low Row Machine",1,90.0,12,0,0,"",,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Low Row Machine",2,85.0,14,0,0,,,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Low Row Machine",3,70.0,15,0,0,,,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Shrug (Machine)",1,135.0,15,0,0,"",,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Shrug (Machine)",2,135.0,15,0,0,,,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Shrug (Machine)",3,135.0,15,0,0,,,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Lat Pulldown (Machine)",1,145.0,10,0,0,"",,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Lat Pulldown (Machine)",2,175.0,9,0,0,,,
2025-03-11 16:36:27,"Evening Workout",49h 22m,"Lat Pulldown (Machine)",3,175.0,8,0,0,,,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Leg Extension (Machine)",1,190.0,11,0,0,"","",
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Leg Extension (Machine)",2,130.0,16,0,0,,,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Leg Extension (Machine)",3,130.0,14,0,0,,,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Standing Leg Curl",1,60.0,12,0,0,"",,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Standing Leg Curl",2,60.0,10,0,0,,,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Standing Leg Curl",3,60.0,8,0,0,,,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Squat (Machine)",1,135.0,6,0,0,"",,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Squat (Machine)",2,90.0,8,0,0,,,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Squat (Machine)",3,90.0,10,0,0,,,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Bulgarian Split Squat",1,110.0,10,0,0,"",,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Bulgarian Split Squat",2,50.0,8,0,0,,,
2025-03-13 16:00:14,"Dannie Leg Day",59m,"Bulgarian Split Squat",1,50.0,8,0,0,"",,
2025-03-14 18:19:13,"Grok Push ",42m,"Bench Press (Barbell)",1,205.0,6,0,0,"","",
2025-03-14 18:19:13,"Grok Push ",42m,"Bench Press (Barbell)",2,190.0,9,0,0,,,
2025-03-14 18:19:13,"Grok Push ",42m,"Bench Press (Barbell)",3,195.0,6,0,0,,,
2025-03-14 18:19:13,"Grok Push ",42m,"Incline Bench Press (Dumbbell)",1,65.0,8,0,0,"",,
2025-03-14 18:19:13,"Grok Push ",42m,"Incline Bench Press (Dumbbell)",2,65.0,6,0,0,,,
2025-03-14 18:19:13,"Grok Push ",42m,"Incline Bench Press (Dumbbell)",3,65.0,6,0,0,,,
2025-03-14 18:19:13,"Grok Push ",42m,"Overhead Press (Smith Machine)",1,120.0,11,0,0,"",,
2025-03-14 18:19:13,"Grok Push ",42m,"Overhead Press (Smith Machine)",2,135.0,10,0,0,,,
2025-03-14 18:19:13,"Grok Push ",42m,"Overhead Press (Smith Machine)",3,95.0,16,0,0,,,
2025-03-14 18:19:13,"Grok Push ",42m,"Lateral Raise (Dumbbell)",1,22.5,10,0,0,"",,
2025-03-14 18:19:13,"Grok Push ",42m,"Lateral Raise (Dumbbell)",2,22.5,10,0,0,,,
2025-03-14 18:19:13,"Grok Push ",42m,"Single Arm Tricep Rope Ext",1,25.0,8,0,0,"",,
2025-03-14 18:19:13,"Grok Push ",42m,"Single Arm Tricep Rope Ext",2,25.0,8,0,0,,,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Stiff Leg Deadlift (Dumbbell)",1,80.0,10,0,0,"","",
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Stiff Leg Deadlift (Dumbbell)",2,80.0,10,0,0,,,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Pull Up",1,25.0,10,0,0,"",,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Shrug (Machine)",1,135.0,15,0,0,"",,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Shrug (Machine)",2,160.0,10,0,0,,,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Low Row Machine",1,90.0,13,0,0,"",,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Low Row Machine",2,90.0,8,0,0,,,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Lat Pulldown (Single Arm)",1,85.0,11,0,0,"",,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Lat Pulldown (Single Arm)",2,175.0,8,0,0,,,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Bicep Curl (Barbell)",1,50.0,12,0,0,"",,
2025-03-17 19:54:16,"Evening Workout",25h 5m,"Bicep Curl (Barbell)",2,60.0,8,0,0,,,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Stiff Leg Deadlift (Dumbbell)",1,80.0,8,0,0,"","",
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Stiff Leg Deadlift (Dumbbell)",2,80.0,14,0,0,,,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Stiff Leg Deadlift (Dumbbell)",3,80.0,6,0,0,,,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Leg Extension (Machine)",1,190.0,12,0,0,"",,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Leg Extension (Machine)",2,130.0,13,0,0,,,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Leg Extension (Machine)",3,145.0,13,0,0,,,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Lying Leg Curl (Machine)",1,95.0,15,0,0,"",,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Lying Leg Curl (Machine)",2,110.0,12,0,0,,,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Leg Press",1,135.0,15,0,0,"",,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Leg Press",2,180.0,13,0,0,,,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Calf Press on Seated Leg Press",1,210.0,15,0,0,"",,
2025-03-21 10:03:01,"Dannie Leg Day",50m,"Calf Press on Seated Leg Press",2,210.0,12,0,0,,,
